Year,Sex,Country/Region/World,ISO,Prevalence of BMI>=30 kg/m² (obesity),YoY_Obesity_Prevalence_Diff,Prevalence of BMI >=40 kg/m² (morbid obesity),YoY_Morbid_Obesity_Prevalence_Diff,Prevalence of BMI<18.5 kg/m² (underweight),YoY_Underweight_Prevalence_Diff
1990,Women,United Kingdom,GBR,0.1390001484083036,0.0061384886752560985,0.011965930338809,0.0006668284132450002,0.0272832045969666,-0.0013504905575488016
1991,Women,United Kingdom,GBR,0.145309741579737,0.0063095931714333975,0.0126766104025236,0.0007106800637145996,0.0260077038951331,-0.0012755007018335
1992,Women,United Kingdom,GBR,0.1517487400841304,0.0064389985043933895,0.013430587951498,0.0007539775489744001,0.0248088220514969,-0.001198881843636198
1993,Women,United Kingdom,GBR,0.1583269544508097,0.006578214366679297,0.0142334549699554,0.000802867018457401,0.0237023662903958,-0.0011064557611011015
1994,Women,United Kingdom,GBR,0.1650419489812375,0.006714994530427815,0.0150907229635596,0.000857267993604199,0.0226990355086186,-0.0010033307817771987
1995,Women,United Kingdom,GBR,0.171871495214365,0.006829546233127509,0.0160113692489119,0.0009206462853522997,0.0217977214478524,-0.0009013140607662014
1996,Women,United Kingdom,GBR,0.1787941170095326,0.006922621795167588,0.0170058555673244,0.0009944863184125005,0.0209924737352459,-0.0008052477126065001
1997,Women,United Kingdom,GBR,0.1857685149633156,0.00697439795378299,0.0180703536328686,0.001064498065544199,0.020285070038231,-0.0007074036970148995
1998,Women,United Kingdom,GBR,0.1927081636273608,0.0069396486640452,0.0191923777136579,0.0011220240807893016,0.019674091902288,-0.0006109781359430015
1999,Women,United Kingdom,GBR,0.1995433821729691,0.0068352185456083125,0.0203717064751758,0.0011793287615179011,0.0191639861825901,-0.0005101057196978988
2000,Women,United Kingdom,GBR,0.2062175253484058,0.0066741431754366864,0.0216026048785668,0.0012308984033909988,0.0187436828723545,-0.00042030331023560144
2001,Women,United Kingdom,GBR,0.2127194603214553,0.006501934973049517,0.0228819484001526,0.001279343521585801,0.0184016044170834,-0.00034207845527109773
2002,Women,United Kingdom,GBR,0.2189611894942374,0.006241729172782096,0.0241934960013574,0.0013115476012047975,0.0181229060246144,-0.0002786983924690026
2003,Women,United Kingdom,GBR,0.2249487891880481,0.005987599693810686,0.0255290433865704,0.0013355473852129998,0.0178913080993114,-0.00023159792530299747
2004,Women,United Kingdom,GBR,0.2306365551410462,0.005687765952998108,0.0268803987157631,0.0013513553291927029,0.0177062280137018,-0.00018508008560959993
2005,Women,United Kingdom,GBR,0.2360137414881448,0.005377186347098606,0.0282476542377004,0.0013672555219373002,0.0175657037020835,-0.00014052431161830012
2006,Women,United Kingdom,GBR,0.2410602620909241,0.0050465206027792975,0.0296285995351395,0.0013809452974390991,0.0174644562108047,-0.00010124749127880112
2007,Women,United Kingdom,GBR,0.2458053287273039,0.004745066636379802,0.0310233520636209,0.0013947525284814,0.0173955217455148,-6.893446528990002e-05
2008,Women,United Kingdom,GBR,0.2502314252203644,0.0044260964930605,0.0324324287741223,0.0014090767105013995,0.0173568741310289,-3.864761448589896e-05
2009,Women,United Kingdom,GBR,0.2542699250868068,0.004038499866442391,0.0338365569785815,0.0014041282044591971,0.0173486666794085,-8.207451620400458e-06
2010,Women,United Kingdom,GBR,0.2579135751185817,0.0036436500317749143,0.0352144485611341,0.0013778915825526025,0.0173622242061812,1.3557526772699224e-05
2011,Women,United Kingdom,GBR,0.2611397094443549,0.003226134325773178,0.0365606698034208,0.0013462212422866993,0.0173922799571177,3.0055750936501535e-05
2012,Women,United Kingdom,GBR,0.264039391127256,0.002899681682901112,0.0378885477710983,0.0013278779676774988,0.0174392366195819,4.6956662464198856e-05
2013,Women,United Kingdom,GBR,0.2667905149305051,0.0027511238032491003,0.0392351036472924,0.0013465558761941027,0.0174946554927244,5.5418873142500796e-05
2014,Women,United Kingdom,GBR,0.2694613458972837,0.0026708309667786145,0.0406237655948102,0.0013886619475177997,0.0175554059990933,6.0750506368899976e-05
2015,Women,United Kingdom,GBR,0.2721507447711465,0.0026893988738627694,0.0420982172097658,0.001474451614955602,0.0176280560866375,7.265008754419808e-05
2016,Women,United Kingdom,GBR,0.2748881679893099,0.002737423218163393,0.0436774110114686,0.001579193801702801,0.0177077734993369,7.971741269940241e-05
2017,Women,United Kingdom,GBR,0.2776218063738473,0.00273363838453744,0.0453726305754138,0.001695219563945194,0.0177991383290327,9.13648296957982e-05
2018,Women,United Kingdom,GBR,0.2803150255342638,0.0026932191604164823,0.0471692564094391,0.0017966258340253033,0.0178993244533908,0.00010018612435809884
2019,Women,United Kingdom,GBR,0.2829614429517073,0.0026464174174434807,0.0490628129084252,0.0018935564989861,0.0180086970324552,0.00010937257906440054
2020,Women,United Kingdom,GBR,0.2855885761088671,0.0026271331571598444,0.0510389827207868,0.0019761698123616014,0.0181317035495595,0.00012300651710430224
2021,Women,United Kingdom,GBR,0.2882269240970723,0.0026383479882051697,0.0530911050103801,0.0020521222895932972,0.0182677813215542,0.00013607777199469914
2022,Women,United Kingdom,GBR,0.2909035366751594,0.002676612578087101,0.0552167989226855,0.0021256939123054028,0.01842090613115,0.00015312480959580113
2023,Women,United Kingdom,GBR,0.2936264636234744,0.0027229269483149965,0.0574184687107711,0.0022016697880856,0.0185839831069597,0.00016307697580969852
2024,Women,United Kingdom,GBR,0.2964196609098652,0.002793197286390825,0.0596993820775703,0.0022809133667991977,0.0187592977345508,0.00017531462759109995
