Year,Sex,Country/Region/World,ISO,Prevalence of BMI>=30 kg/m² (obesity),YoY_Obesity_Prevalence_Diff,Prevalence of BMI >=40 kg/m² (morbid obesity),YoY_Morbid_Obesity_Prevalence_Diff,Prevalence of BMI<18.5 kg/m² (underweight),YoY_Underweight_Prevalence_Diff
1987,Women,Japan,JPN,0.0222668093617477,6.805165903359806e-05,0.0002724019881172977,6.243976299194118e-06,0.0981507644806312,0.0003446646511263002
1988,Women,Japan,JPN,0.0223833654026818,0.00011655604093410016,0.0002796535566326081,7.251568515310406e-06,0.0984693101100064,0.00031854562937519426
1989,Women,Japan,JPN,0.0225498158106248,0.00016645040794300084,0.000287927540363694,8.273983731085896e-06,0.0987977616314866,0.00032845152148019974
1990,Women,Japan,JPN,0.0227704034774688,0.00022058766684399794,0.0002972747632174034,9.34722285370938e-06,0.09919768970324,0.0003999280717534026
1991,Women,Japan,JPN,0.0230388456458802,0.0002684421684114001,0.0003076085447765281,1.0333781559124721e-05,0.0996973085145771,0.000499618811337102
1992,Women,Japan,JPN,0.0233550016892583,0.0003161560433781012,0.00031887110616445296,1.1262561387924864e-05,0.100323584262233,0.000626275747655905
1993,Women,Japan,JPN,0.0237105467441767,0.00035554505491839847,0.0003309697288380695,1.2098622673616544e-05,0.1011316306791426,0.0008080464169095969
1994,Women,Japan,JPN,0.0240922852186345,0.00038173847445780243,0.00034389655820366244,1.2926829365592931e-05,0.1021680284723441,0.001036397793201499
1995,Women,Japan,JPN,0.0244828970903946,0.00039061187176010065,0.0003578104783678071,1.3913920164144642e-05,0.1033810877428513,0.0012130592705072024
1996,Women,Japan,JPN,0.0248756507725418,0.000392753682147199,0.0003730282921608533,1.5217813793046229e-05,0.1047709051896264,0.0013898174467750907
1997,Women,Japan,JPN,0.0252701483424639,0.0003944975699220997,0.0003900451657001167,1.70168735392634e-05,0.1063431686900323,0.0015722635004059016
1998,Women,Japan,JPN,0.0256637530483335,0.00039360470586960114,0.0004096452283391977,1.9600062639080977e-05,0.1081143124425856,0.0017711437525533003
1999,Women,Japan,JPN,0.0260557172527096,0.0003919642043760975,0.0004320951510718049,2.244992273260719e-05,0.110124786042392,0.0020104735998063977
2000,Women,Japan,JPN,0.026434350872985,0.00037863362027540023,0.0004577044407914137,2.5609289719608823e-05,0.112299216474728,0.0021744304323360053
2001,Women,Japan,JPN,0.026789221339527,0.00035487046654199966,0.0004865542758457103,2.8849835054296606e-05,0.1145694239964138,0.002270207521685802
2002,Women,Japan,JPN,0.0271064317563957,0.0003172104168687011,0.0005190207958969396,3.246652005122933e-05,0.1169016532343817,0.0023322292379679005
2003,Women,Japan,JPN,0.0273873142347291,0.0002808824783334003,0.0005550059064971435,3.59851106002039e-05,0.1192841086359585,0.0023824554015767913
2004,Women,Japan,JPN,0.0276486136522594,0.00026129941753030156,0.0005943265579602141,3.932065146307058e-05,0.121724214021529,0.002440105385570504
2005,Women,Japan,JPN,0.0279139019324695,0.0002652882802100971,0.000637541699556961,4.32151415967469e-05,0.1242395596239471,0.0025153456024181037
2006,Women,Japan,JPN,0.0281942802985095,0.00028037836604000166,0.0006844096142228778,4.6867914665916816e-05,0.1267776164675225,0.002538056843575401
2007,Women,Japan,JPN,0.0284895183962827,0.000295238097773199,0.0007348181970058661,5.040858278298826e-05,0.1293023353765753,0.0025247189090527866
2008,Women,Japan,JPN,0.0288070314649174,0.0003175130686347005,0.0007882461024427399,5.3427905436873794e-05,0.1317978462372117,0.002495510860636402
2009,Women,Japan,JPN,0.0291507493752018,0.00034371791028440027,0.0008441574654527808,5.591136301004093e-05,0.1342112901796957,0.0024134439424840226
2010,Women,Japan,JPN,0.0295138268072782,0.0003630774320763988,0.000901625227218917,5.746776176613624e-05,0.1365634066613751,0.0023521164816793783
2011,Women,Japan,JPN,0.0298956349050923,0.0003818080978141014,0.000960598427106005,5.8973199887087926e-05,0.1388461006621231,0.0022826940007480145
2012,Women,Japan,JPN,0.0302975090327189,0.00040187412762660024,0.0010204851929947,5.988676588869512e-05,0.1410305534097379,0.002184452747614807
2013,Women,Japan,JPN,0.0307261887022168,0.00042867966949789935,0.0010820232807281,6.153808773339984e-05,0.143121802512648,0.0020912491029100866
2014,Women,Japan,JPN,0.0311889944357647,0.00046280573354789967,0.00114631241995,6.42891392219e-05,0.145127423915853,0.00200562140320501
2015,Women,Japan,JPN,0.0317120313136777,0.0005230368779129968,0.0012167106583201,7.039823837010008e-05,0.1470592781077643,0.001931854191911303
2016,Women,Japan,JPN,0.0322852819485457,0.0005732506348680028,0.0012934980712004,7.678741288030008e-05,0.1489833895179641,0.001924111410199797
2017,Women,Japan,JPN,0.0328902535409872,0.0006049715924415014,0.0013774524985622,8.395442736179983e-05,0.1509211358389697,0.0019377463210056012
2018,Women,Japan,JPN,0.0335270852238627,0.0006368316828754966,0.0014682884755052,9.083597694300007e-05,0.1528594467252887,0.001938310886318989
2019,Women,Japan,JPN,0.0341858199967,0.0006587347728373022,0.0015665447317943,9.825625628910009e-05,0.1548439978849708,0.001984551159682102
2020,Women,Japan,JPN,0.0348781201245472,0.000692300127847198,0.0016737667909797,0.00010722205918539999,0.1569133889684304,0.002069391083459604
2021,Women,Japan,JPN,0.0355912727767048,0.0007131526521576004,0.0017906832599619,0.00011691646898219997,0.1590478871470641,0.0021344981786337036
2022,Women,Japan,JPN,0.036332762248438,0.0007414894717331991,0.0019181665177006,0.00012748325773870002,0.1612513414547425,0.0022034543076783764
2023,Women,Japan,JPN,0.0371118923810223,0.0007791301325843006,0.002057388342929,0.00013922182522840007,0.1634892548377752,0.0022379133830327247
2024,Women,Japan,JPN,0.0379347039357623,0.0008228115547400036,0.0022097600647633,0.0001523717218342999,0.1657374654448285,0.002248210607053297
