"Year","Sex","Country/Region/World","ISO","Prevalence of BMI<18.5 kg/m² (underweight)","Prevalence of BMI<18.5 kg/m² (underweight) lower 95% uncertainty interval","Prevalence of BMI<18.5 kg/m² (underweight) upper 95% uncertainty interval","Prevalence of BMI>=30 kg/m² (obesity)","Prevalence of BMI>=30 kg/m² (obesity) lower 95% uncertainty interval","Prevalence of BMI>=30 kg/m² (obesity) upper 95% uncertainty interval","Prevalence of BMI 18.5 kg/m² to <20 kg/m²","Prevalence of BMI 18.5 kg/m² to <20 kg/m² lower 95% uncertainty interval","Prevalence of BMI 18.5 kg/m² to <20 kg/m² upper 95% uncertainty interval","Prevalence of BMI 20 kg/m² to <25 kg/m²","Prevalence of BMI 20 kg/m² to <25 kg/m² lower 95% uncertainty interval","Prevalence of BMI 20 kg/m² to <25 kg/m² upper 95% uncertainty interval","Prevalence of BMI 25 kg/m² to <30 kg/m²","Prevalence of BMI 25 kg/m² to <30 kg/m² lower 95% uncertainty interval","Prevalence of BMI 25 kg/m² to <30 kg/m² upper 95% uncertainty interval","Prevalence of BMI 30 kg/m² to <35 kg/m²","Prevalence of BMI 30 kg/m² to <35 kg/m² lower 95% uncertainty interval","Prevalence of BMI 30 kg/m² to <35 kg/m² upper 95% uncertainty interval","Prevalence of BMI 35 kg/m² to <40 kg/m²","Prevalence of BMI 35 kg/m² to <40 kg/m² lower 95% uncertainty interval","Prevalence of BMI 35 kg/m² to <40 kg/m² upper 95% uncertainty interval","Prevalence of BMI >=40 kg/m² (morbid obesity)","Prevalence of BMI >=40 kg/m² (morbid obesity) lower 95% uncertainty interval","Prevalence of BMI >=40 kg/m² (morbid obesity) upper 95% uncertainty interval"
2019,"Women","Singapore","SGP",0.08300842124320164,0.06722452833756655,0.10081965219982768,0.12298631588322671,0.10679323606298986,0.14053345346517304,0.11014584366152412,0.0944265963938841,0.12697150477867358,0.4386161464819246,0.41316671301115676,0.4636386744953398,0.24524327073012295,0.22404873864904354,0.26732120629476896,0.09121797258783591,0.07670187325669192,0.10695299619384428,0.02262436257585112,0.016571283756162496,0.030058106251941732,0.009143980719539676,0.005469915051357469,0.014161314916105349
2020,"Women","Singapore","SGP",0.0832224046017263,0.066156961816821,0.10272530949130204,0.12928697585147264,0.1109620608077418,0.1496710287314158,0.10867979119848149,0.09144428282052548,0.1270465372609585,0.4316975209000586,0.40308366004104734,0.4594199720655648,0.24711330544826096,0.2232219096482755,0.27154766202725555,0.09519287931980396,0.07855253930488204,0.11361760858551692,0.024165636286756963,0.017282182894564378,0.03287906241807845,0.009928460244911726,0.0056853145919370995,0.01589476694439141
2021,"Women","Singapore","SGP",0.08345978812234428,0.06448333436741598,0.10523707437336965,0.13581471466675374,0.11460398885480587,0.15935798961770292,0.10721497777145475,0.08833871618467491,0.1277097080744738,0.4246320945312533,0.3926192865162774,0.4559465516942535,0.2488784229081939,0.22170629012796142,0.27640188035921986,0.09923776412794343,0.08011064742899082,0.12011621813423655,0.025797306161660604,0.0179263431421301,0.03626758221948659,0.010779644377149702,0.005841501435054395,0.01794270838009858
2022,"Women","Singapore","SGP",0.0837093030151173,0.06261687059103717,0.10794186362504013,0.1425788545973594,0.1180035886602585,0.16992343294118073,0.1057467474838527,0.08482850078206736,0.12862900670432897,0.41741998521150786,0.3812424090329938,0.45204894307643556,0.2505451076921628,0.22027718712907768,0.28186754753553306,0.10335756298598182,0.08148569185109772,0.1281516288073482,0.027521459943068854,0.0184359151282552,0.039799099355465724,0.01169983166830871,0.006008684698587135,0.020118732391557682
2023,"Women","Singapore","SGP",0.08395474479031283,0.06078719289013186,0.11114084498911414,0.14960465293378777,0.12138603970971408,0.18114570891401383,0.10427585974586422,0.08130572855755389,0.12985997923844678,0.41004130089761903,0.36977706548700007,0.449268008946021,0.2521234396324162,0.21805506143038042,0.2877397789974807,0.1075642169610483,0.08280523755750828,0.1360975935893198,0.029343208548035644,0.01895637546851514,0.043640723318537716,0.012697227424703826,0.006163447173016851,0.022551404133025556
2024,"Women","Singapore","SGP",0.08417944327348958,0.05884810453631626,0.1144503436205659,0.15689797728776247,0.12476059714814401,0.19331376306253964,0.10279298750460975,0.07744855227031146,0.1311305838172614,0.40254487574658315,0.3579099778513284,0.4461530043518197,0.25358471418755507,0.21553861389188364,0.2935013496866921,0.1118616719364261,0.08355546717164497,0.14415406203015219,0.03126205057671972,0.01931546397059951,0.0479176452445741,0.013774254774616636,0.006258235908313131,0.025417361184618757
1980,"Men","Singapore","SGP",0.09927041825117029,0.060915147617417016,0.14690579513012725,0.022034762801517564,0.012596712797894982,0.03537180477415677,0.14390177569404367,0.10798927328500124,0.18483873864508266,0.5459515389170341,0.48681089601774197,0.6011989887755472,0.18884150233623437,0.14636909850881138,0.2360976616412122,0.019615962452083517,0.010500198941057024,0.03238524868653227,0.002145432064251428,5.399073247177094e-4,0.005467032744155561,2.7336828518261614e-4,2.8204987711430738e-5,0.0010764680878843124
1981,"Men","Singapore","SGP",0.09478502462608507,0.060604919919836374,0.13709165454451122,0.022270479181431567,0.013464221659505206,0.03447579871272553,0.13910666169029187,0.10670275464103954,0.17548615618593938,0.5506799099824256,0.497620469761032,0.6014294716823937,0.19315792251976588,0.15370165108491082,0.2363909384249778,0.019911565591333752,0.01134363654311581,0.03138719800141721,0.002087520631007589,5.877259383733595e-4,0.004997794617460825,2.713929590902297e-4,3.456734659403762e-5,9.95270376801917e-4
1982,"Men","Singapore","SGP",0.09044461956778338,0.059432356278131405,0.12853440101683353,0.022540739793891748,0.01428591424397865,0.033617332484207785,0.1343954306310097,0.10529737821091864,0.16711744651242533,0.5551060779589541,0.5073928992307016,0.6007575422013552,0.1975131300483611,0.16114451234352012,0.2367169476146957,0.020230479194841867,0.012150028691600374,0.031010008670730067,0.0020385650080015625,6.463450426558128e-4,0.004604735274311549,2.716955910483179e-4,4.2455904848282096e-5,9.197060173732223e-4
1983,"Men","Singapore","SGP",0.08625085807172848,0.05840452355312929,0.12021428972589782,0.02283955666984592,0.01503845519650049,0.03317997923706071,0.1297441108273929,0.10392828317482727,0.15915834310746169,0.5592417367395149,0.5161762515884455,0.6007925147228356,0.20192373569151775,0.16821901325779445,0.237401784039187,0.020566555427834143,0.012980186311860632,0.03059143334154611,0.0019989140892000155,7.023820710008781e-4,0.004302424043242619,2.740871528117563e-4,5.142707208862705e-5,8.626692840538959e-4
