Year,Average_Price,Start_Price,End_Price,YoY_End_Price_Diff,YoY_Avg_Price_Diff
2007,0.6763078400963232,0.5274797677993774,0.72528475522995,,
2008,0.432382397940309,0.72528475522995,0.2023700773715973,-0.5229146778583527,-0.24392544215601414
2009,0.3287648331579261,0.2023700773715973,0.5403867959976196,0.33801671862602234,-0.10361756478238293
2010,0.5323066411046643,0.5508794784545898,0.7167770266532898,0.17639023065567017,0.2035418079467382
2011,0.8205346042110074,0.7084748148918152,0.6171872615814209,-0.0995897650718689,0.28822796310634313
2012,0.6474972814910497,0.6171872615814209,0.4481455981731415,-0.16904166340827942,-0.17303732271995775
2013,0.3650118845253594,0.4511733651161194,0.29844072461128235,-0.14970487356185913,-0.2824853969656903
2014,0.2939925749193538,0.30154940485954285,0.32952818274497986,0.03108745813369751,-0.07101930960600555
2015,0.3163861301599764,0.32952818274497986,0.307766854763031,-0.021761327981948853,0.022393555240622587
2016,0.2825028077062411,0.307766854763031,0.3775549829006195,0.0697881281375885,-0.03388332245373532
2017,0.4350944065621921,0.3841787278652191,0.6229411959648132,0.24538621306419373,0.15259159885595103
2018,0.5009773527916241,0.6263638734817505,0.3635002374649048,-0.25944095849990845,0.06588294622943203
2019,0.3144123159614005,0.3635002374649048,0.30262771248817444,-0.06087252497673035,-0.18656503683022363
2020,0.23270208783009472,0.30262771248817444,0.32445934414863586,0.021831631660461426,-0.0817102281313058
2021,0.3967866615986261,0.32055017352104187,0.4147932231426239,0.09033387899398804,0.16408457376853136
2022,0.5283439555966046,0.3985269069671631,0.5898975729942322,0.17510434985160828,0.13155729399797855
2023,0.6183019703815854,0.5685244202613831,0.6057742238044739,0.0158766508102417,0.08995801478498078
2024,0.8770834160601999,0.6238569617271423,1.3203742504119873,0.7146000266075134,0.2587814456786145
2025,1.7708880590355915,1.282240629196167,2.9664177894592285,1.6460435390472412,0.8938046429753916
2026,3.079467443858876,2.946641683578491,3.5399999618530273,0.5735821723937988,1.3085793848232845
