Year,Average_Price,Start_Price,End_Price,YoY_End_Price_Diff,YoY_Avg_Price_Diff
2004,6.902596174192823,5.9607343673706055,7.887965679168701,,
2005,9.55284869860089,7.7683210372924805,10.92467212677002,3.0367064476013184,2.6502525244080672
2006,11.678794758253364,11.191014289855957,12.881363868713379,1.9566917419433594,2.125946059652474
2007,13.664954626227756,12.899765968322754,10.440815925598145,-2.4405479431152344,1.9861598679743917
2008,8.706622717408795,10.101471900939941,3.7170252799987793,-6.723790645599365,-4.958331908818961
2009,6.0536791909308665,3.961669683456421,6.613305568695068,2.896280288696289,-2.6529435264779284
2010,10.59542631346082,6.850059986114502,12.58737850189209,5.9740729331970215,4.541747122529953
2011,19.21687584453159,12.855701446533203,26.792570114135742,14.205191612243652,8.62144953107077
2012,29.850567832946776,26.161226272583008,37.13661193847656,10.34404182434082,10.633691988415187
2013,50.5788317483569,38.782386779785156,60.19135284423828,23.05474090576172,20.72826391541012
2014,67.68004343244765,59.57777404785156,82.4103012084961,22.218948364257812,17.10121168409075
2015,93.88711962624201,82.51534271240234,98.49462127685547,16.084320068359375,26.207076193794364
2016,123.59210386730376,96.70621490478516,142.50733947753906,44.012718200683594,29.70498424106175
2017,169.99207734491722,141.7198028564453,170.75563049316406,28.248291015625,46.39997347761346
2018,231.0688554376245,168.93023681640625,226.02975463867188,55.27412414550781,61.076778092707286
2019,241.87126323154993,221.75506591796875,270.3989562988281,44.36920166015625,10.802407793925425
2020,339.5754160522943,270.0492248535156,355.9196472167969,85.52069091796875,97.70415282074438
2021,422.28932395813956,352.2440185546875,528.16259765625,172.24295043945312,82.71390790584525
2022,360.773001256692,517.7646484375,328.0917053222656,-200.07089233398438,-61.516322701447564
2023,335.95189318847656,321.3385314941406,395.9819030761719,67.89019775390625,-24.821108068215437
2024,438.33965071420823,396.8560791015625,408.5661315917969,12.584228515625,102.38775752573167
2025,438.90893688964843,423.3315734863281,412.1771240234375,3.610992431640625,0.5692861754401974
2026,354.7022008184177,420.5428771972656,323.94000244140625,-88.23712158203125,-84.20673607123075
