Year,Average_Price,Start_Price,End_Price,YoY_End_Price_Diff,YoY_Avg_Price_Diff
2006,1.0783463850934454,0.8799999952316284,1.1399999856948853,,
2007,1.8513649369615957,1.1282000541687012,2.9414000511169434,1.801400065422058,0.7730185518681503
2008,1.6443248987197876,2.9333999156951904,1.2395999431610107,-1.7018001079559326,-0.20704003824180806
2009,1.5527650803800612,1.2827999591827393,1.763200044631958,0.5236001014709473,-0.09155981833972637
2010,3.0753603180249534,1.7568000555038452,4.253200054168701,2.490000009536743,1.5225952376448921
2011,5.812319842595903,4.472599983215332,6.754799842834473,2.5015997886657715,2.7369595245709495
2012,6.953854406356812,6.825399875640869,5.94920015335083,-0.8055996894836426,1.1415345637609091
2013,7.942618277337816,6.021200180053711,10.655599594116211,4.706399440765381,0.9887638709810043
2014,12.027365896436903,10.468600273132324,13.690199851989746,3.034600257873535,4.084747619099087
2015,13.182657934370495,13.567999839782715,9.597000122070312,-4.093199729919434,1.1552920379335916
2016,8.571292852598523,8.976200103759766,7.54640007019043,-2.050600051879883,-4.611365081771972
2017,7.555874133015059,7.4953999519348145,5.780600070953369,-1.7657999992370605,-1.0154187195834643
2018,8.27166135757568,5.859000205993652,8.6358003616333,2.8552002906799316,0.7157872245606205
2019,14.457838849415856,8.867199897766113,16.74220085144043,8.106400489807129,6.186177491840176
2020,21.217254589668848,17.163799285888672,27.73419952392578,10.991998672485352,6.759415740252992
2021,32.31778494517008,26.382400512695312,34.96500015258789,7.230800628662109,11.100530355501235
2022,29.724023917756707,33.81340026855469,27.749799728393555,-7.215200424194336,-2.5937610274133753
2023,37.91358724212647,27.42259979248047,45.739200592041016,17.98940086364746,8.189563324369761
2024,57.27322315034412,44.89500045776367,60.29999923706055,14.560798645019531,19.359635908217655
2025,46.45600004577637,59.88999938964844,37.0,-23.299999237060547,-10.817223104567752
2026,34.81455236406469,37.4900016784668,34.630001068115234,-2.3699989318847656,-11.641447681711682
