Year,Average_Price,Start_Price,End_Price,YoY_End_Price_Diff,YoY_Avg_Price_Diff
2023,39.40729915312607,43.779998779296875,42.97999954223633,,
2024,91.95357154664539,40.869998931884766,112.80000305175781,69.82000350952148,52.546272393519324
2025,80.84096000671387,115.18000030517578,58.689998626708984,-54.11000442504883,-11.112611539931521
2026,77.86514914213721,60.54999923706055,68.62999725341797,9.939998626708984,-2.9758108645766583
