Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Return
1965-01-05,1257.719970703125,1257.719970703125,1257.719970703125,1257.719970703125,0,0.0,0.0,
1965-01-06,1263.989990234375,1263.989990234375,1263.989990234375,1263.989990234375,0,0.0,0.0,0.004985226980012802
1965-01-07,1274.27001953125,1274.27001953125,1274.27001953125,1274.27001953125,0,0.0,0.0,0.008132998976494221
1965-01-08,1286.4300537109375,1286.4300537109375,1286.4300537109375,1286.4300537109375,0,0.0,0.0,0.009542745252815843
1965-01-12,1288.5400390625,1288.5400390625,1288.5400390625,1288.5400390625,0,0.0,0.0,0.0016401866121487085
1965-01-13,1281.6700439453125,1281.6700439453125,1281.6700439453125,1281.6700439453125,0,0.0,0.0,-0.005331611675944425
1965-01-14,1289.5,1289.5,1289.5,1289.5,0,0.0,0.0,0.006109182384090639
1965-01-18,1271.6800537109375,1271.6800537109375,1271.6800537109375,1271.6800537109375,0,0.0,0.0,-0.013819268157473807
1965-01-19,1270.3399658203125,1270.3399658203125,1270.3399658203125,1270.3399658203125,0,0.0,0.0,-0.0010537932766299107
1965-01-20,1268.8800048828125,1268.8800048828125,1268.8800048828125,1268.8800048828125,0,0.0,0.0,-0.0011492678942500723
1965-01-21,1270.4599609375,1270.4599609375,1270.4599609375,1270.4599609375,0,0.0,0.0,0.0012451579728640638
1965-01-22,1261.8299560546875,1261.8299560546875,1261.8299560546875,1261.8299560546875,0,0.0,0.0,-0.006792819252992577
1965-01-25,1249.719970703125,1249.719970703125,1249.719970703125,1249.719970703125,0,0.0,0.0,-0.009597161086131067
1965-01-26,1248.050048828125,1248.050048828125,1248.050048828125,1248.050048828125,0,0.0,0.0,-0.001336236848372141
1965-01-27,1258.2099609375,1258.2099609375,1258.2099609375,1258.2099609375,0,0.0,0.0,0.008140628750357148
1965-01-28,1247.199951171875,1247.199951171875,1247.199951171875,1247.199951171875,0,0.0,0.0,-0.00875053457486652
1965-01-29,1242.27001953125,1242.27001953125,1242.27001953125,1242.27001953125,0,0.0,0.0,-0.003952799738320079
1965-02-01,1242.8299560546875,1242.8299560546875,1242.8299560546875,1242.8299560546875,0,0.0,0.0,0.00045073656663530137
1965-02-02,1238.75,1238.75,1238.75,1238.75,0,0.0,0.0,-0.003282795071691935
1965-02-03,1248.030029296875,1248.030029296875,1248.030029296875,1248.030029296875,0,0.0,0.0,0.0074914464556004035
1965-02-04,1261.5999755859375,1261.5999755859375,1261.5999755859375,1261.5999755859375,0,0.0,0.0,0.010873092770618431
1965-02-05,1263.5899658203125,1263.5899658203125,1263.5899658203125,1263.5899658203125,0,0.0,0.0,0.0015773543697563674
1965-02-08,1258.9300537109375,1258.9300537109375,1258.9300537109375,1258.9300537109375,0,0.0,0.0,-0.0036878356392691103
1965-02-09,1251.6800537109375,1251.6800537109375,1251.6800537109375,1251.6800537109375,0,0.0,0.0,-0.005758858467656114
1965-02-10,1248.6099853515625,1248.6099853515625,1248.6099853515625,1248.6099853515625,0,0.0,0.0,-0.0024527580752549127
1965-02-12,1257.93994140625,1257.93994140625,1257.93994140625,1257.93994140625,0,0.0,0.0,0.007472274100114973
1965-02-15,1249.5,1249.5,1249.5,1249.5,0,0.0,0.0,-0.006709335738886657
1965-02-16,1247.010009765625,1247.010009765625,1247.010009765625,1247.010009765625,0,0.0,0.0,-0.0019927893032213317
1965-02-17,1237.0799560546875,1237.0799560546875,1237.0799560546875,1237.0799560546875,0,0.0,0.0,-0.007963090619299673
1965-02-18,1241.4100341796875,1241.4100341796875,1241.4100341796875,1241.4100341796875,0,0.0,0.0,0.003500241115222291
1965-02-19,1237.3499755859375,1237.3499755859375,1237.3499755859375,1237.3499755859375,0,0.0,0.0,-0.0032705218114600365
1965-02-22,1224.8199462890625,1224.8199462890625,1224.8199462890625,1224.8199462890625,0,0.0,0.0,-0.010126503854288704
1965-02-23,1223.5899658203125,1223.5899658203125,1223.5899658203125,1223.5899658203125,0,0.0,0.0,-0.001004213290677236
1965-02-24,1219.0999755859375,1219.0999755859375,1219.0999755859375,1219.0999755859375,0,0.0,0.0,-0.003669521947546217
1965-02-25,1216.7099609375,1216.7099609375,1216.7099609375,1216.7099609375,0,0.0,0.0,-0.0019604746914122506
1965-02-26,1213.0699462890625,1213.0699462890625,1213.0699462890625,1213.0699462890625,0,0.0,0.0,-0.002991686404566596
1965-03-01,1206.47998046875,1206.47998046875,1206.47998046875,1206.47998046875,0,0.0,0.0,-0.00543246977676104
1965-03-02,1202.5400390625,1202.5400390625,1202.5400390625,1202.5400390625,0,0.0,0.0,-0.0032656500481004214
1965-03-03,1207.8199462890625,1207.8199462890625,1207.8199462890625,1207.8199462890625,0,0.0,0.0,0.004390629047726913
1965-03-04,1213.030029296875,1213.030029296875,1213.030029296875,1213.030029296875,0,0.0,0.0,0.004313625572934132
1965-03-05,1209.6400146484375,1209.6400146484375,1209.6400146484375,1209.6400146484375,0,0.0,0.0,-0.00279466671604367
1965-03-08,1190.97998046875,1190.97998046875,1190.97998046875,1190.97998046875,0,0.0,0.0,-0.015426105249263578
1965-03-09,1178.4300537109375,1178.4300537109375,1178.4300537109375,1178.4300537109375,0,0.0,0.0,-0.010537479188250543
1965-03-10,1173.3399658203125,1173.3399658203125,1173.3399658203125,1173.3399658203125,0,0.0,0.0,-0.004319380581474519
1965-03-11,1164.6300048828125,1164.6300048828125,1164.6300048828125,1164.6300048828125,0,0.0,0.0,-0.007423220201495995
1965-03-12,1175.8599853515625,1175.8599853515625,1175.8599853515625,1175.8599853515625,0,0.0,0.0,0.00964253060771858
1965-03-15,1188.489990234375,1188.489990234375,1188.489990234375,1188.489990234375,0,0.0,0.0,0.010741078904080936
1965-03-16,1181.219970703125,1181.219970703125,1181.219970703125,1181.219970703125,0,0.0,0.0,-0.0061170220960937716
1965-03-17,1175.800048828125,1175.800048828125,1175.800048828125,1175.800048828125,0,0.0,0.0,-0.004588410295648604
1965-03-18,1182.68994140625,1182.68994140625,1182.68994140625,1182.68994140625,0,0.0,0.0,0.005859748504851492
1965-03-19,1175.8800048828125,1175.8800048828125,1175.8800048828125,1175.8800048828125,0,0.0,0.0,-0.005758006629649981
1965-03-23,1167.7900390625,1167.7900390625,1167.7900390625,1167.7900390625,0,0.0,0.0,-0.006879924640880941
1965-03-24,1157.050048828125,1157.050048828125,1157.050048828125,1157.050048828125,0,0.0,0.0,-0.009196850354193042
1965-03-25,1157.0699462890625,1157.0699462890625,1157.0699462890625,1157.0699462890625,0,0.0,0.0,1.7196715870415602e-05
1965-03-26,1162.77001953125,1162.77001953125,1162.77001953125,1162.77001953125,0,0.0,0.0,0.004926299624727681
1965-03-29,1188.7900390625,1188.7900390625,1188.7900390625,1188.7900390625,0,0.0,0.0,0.022377614742543406
1965-03-30,1139.800048828125,1139.800048828125,1139.800048828125,1139.800048828125,0,0.0,0.0,-0.04120996023234624
1965-03-31,1132.77001953125,1132.77001953125,1132.77001953125,1132.77001953125,0,0.0,0.0,-0.006167774167146978
1965-04-01,1127.5799560546875,1127.5799560546875,1127.5799560546875,1127.5799560546875,0,0.0,0.0,-0.004581745091303047
1965-04-02,1128.5699462890625,1128.5699462890625,1128.5699462890625,1128.5699462890625,0,0.0,0.0,0.0008779778578531516
1965-04-05,1124.449951171875,1124.449951171875,1124.449951171875,1124.449951171875,0,0.0,0.0,-0.0036506333796454404
1965-04-06,1154.3900146484375,1154.3900146484375,1154.3900146484375,1154.3900146484375,0,0.0,0.0,0.02662640826775764
1965-04-07,1159.97998046875,1159.97998046875,1159.97998046875,1159.97998046875,0,0.0,0.0,0.0048423546196516565
1965-04-08,1183.1199951171875,1183.1199951171875,1183.1199951171875,1183.1199951171875,0,0.0,0.0,0.0199486327678573
1965-04-09,1180.5699462890625,1180.5699462890625,1180.5699462890625,1180.5699462890625,0,0.0,0.0,-0.0021553594214021032
1965-04-12,1163.0,1163.0,1163.0,1163.0,0,0.0,0.0,-0.014882596617244781
1965-04-13,1149.4100341796875,1149.4100341796875,1149.4100341796875,1149.4100341796875,0,0.0,0.0,-0.011685267257362408
1965-04-14,1142.22998046875,1142.22998046875,1142.22998046875,1142.22998046875,0,0.0,0.0,-0.0062467296242648684
1965-04-15,1161.72998046875,1161.72998046875,1161.72998046875,1161.72998046875,0,0.0,0.0,0.01707186847958364
1965-04-16,1148.2099609375,1148.2099609375,1148.2099609375,1148.2099609375,0,0.0,0.0,-0.011637833023638411
1965-04-19,1136.1300048828125,1136.1300048828125,1136.1300048828125,1136.1300048828125,0,0.0,0.0,-0.010520685646050576
1965-04-20,1131.1700439453125,1131.1700439453125,1131.1700439453125,1131.1700439453125,0,0.0,0.0,-0.004365663186592483
1965-04-21,1119.8599853515625,1119.8599853515625,1119.8599853515625,1119.8599853515625,0,0.0,0.0,-0.009998548542094143
1965-04-22,1144.550048828125,1144.550048828125,1144.550048828125,1144.550048828125,0,0.0,0.0,0.022047455752971956
1965-04-23,1133.300048828125,1133.300048828125,1133.300048828125,1133.300048828125,0,0.0,0.0,-0.009829190092227602
1965-04-26,1144.219970703125,1144.219970703125,1144.219970703125,1144.219970703125,0,0.0,0.0,0.009635508165989792
1965-04-27,1150.0799560546875,1150.0799560546875,1150.0799560546875,1150.0799560546875,0,0.0,0.0,0.005121380068171311
1965-04-28,1171.06005859375,1171.06005859375,1171.06005859375,1171.06005859375,0,0.0,0.0,0.01824229909286834
1965-04-30,1176.6400146484375,1176.6400146484375,1176.6400146484375,1176.6400146484375,0,0.0,0.0,0.004764876074236701
1965-05-06,1163.510009765625,1163.510009765625,1163.510009765625,1163.510009765625,0,0.0,0.0,-0.011158897130262524
1965-05-07,1162.6300048828125,1162.6300048828125,1162.6300048828125,1162.6300048828125,0,0.0,0.0,-0.0007563363232171438
1965-05-10,1162.5,1162.5,1162.5,1162.5,0,0.0,0.0,-0.00011181965222517576
1965-05-11,1163.8699951171875,1163.8699951171875,1163.8699951171875,1163.8699951171875,0,0.0,0.0,0.0011784904233871352
1965-05-12,1157.1700439453125,1157.1700439453125,1157.1700439453125,1157.1700439453125,0,0.0,0.0,-0.005756614742182142
1965-05-13,1159.8599853515625,1159.8599853515625,1159.8599853515625,1159.8599853515625,0,0.0,0.0,0.0023245861058402983
1965-05-14,1150.469970703125,1150.469970703125,1150.469970703125,1150.469970703125,0,0.0,0.0,-0.008095817397814065
1965-05-17,1149.0,1149.0,1149.0,1149.0,0,0.0,0.0,-0.0012777132307300043
1965-05-18,1147.25,1147.25,1147.25,1147.25,0,0.0,0.0,-0.001523063533507396
1965-05-19,1140.7900390625,1140.7900390625,1140.7900390625,1140.7900390625,0,0.0,0.0,-0.005630822346916586
1965-05-20,1141.22998046875,1141.22998046875,1141.22998046875,1141.22998046875,0,0.0,0.0,0.00038564625495118854
1965-05-21,1142.68994140625,1142.68994140625,1142.68994140625,1142.68994140625,0,0.0,0.0,0.0012792872273652556
1965-05-24,1133.6300048828125,1133.6300048828125,1133.6300048828125,1133.6300048828125,0,0.0,0.0,-0.007928604422900443
1965-05-25,1124.8299560546875,1124.8299560546875,1124.8299560546875,1124.8299560546875,0,0.0,0.0,-0.007762716927234736
1965-05-26,1117.6600341796875,1117.6600341796875,1117.6600341796875,1117.6600341796875,0,0.0,0.0,-0.006374227354460138
1965-05-27,1101.0,1101.0,1101.0,1101.0,0,0.0,0.0,-0.014906173317644988
1965-05-28,1081.510009765625,1081.510009765625,1081.510009765625,1081.510009765625,0,0.0,0.0,-0.01770208014021346
1965-05-31,1096.5999755859375,1096.5999755859375,1096.5999755859375,1096.5999755859375,0,0.0,0.0,0.013952682530957494
1965-06-01,1092.8499755859375,1092.8499755859375,1092.8499755859375,1092.8499755859375,0,0.0,0.0,-0.003419660845784933
1965-06-02,1119.260009765625,1119.260009765625,1119.260009765625,1119.260009765625,0,0.0,0.0,0.02416620283632942
1965-06-03,1131.3199462890625,1131.3199462890625,1131.3199462890625,1131.3199462890625,0,0.0,0.0,0.0107749195166571
1965-06-04,1120.530029296875,1120.530029296875,1120.530029296875,1120.530029296875,0,0.0,0.0,-0.009537458459545789
1965-06-07,1114.52001953125,1114.52001953125,1114.52001953125,1114.52001953125,0,0.0,0.0,-0.005363541902929869
1965-06-08,1109.4200439453125,1109.4200439453125,1109.4200439453125,1109.4200439453125,0,0.0,0.0,-0.004575938966159154
1965-06-09,1101.3499755859375,1101.3499755859375,1101.3499755859375,1101.3499755859375,0,0.0,0.0,-0.007274132465352134
1965-06-10,1090.3800048828125,1090.3800048828125,1090.3800048828125,1090.3800048828125,0,0.0,0.0,-0.009960476638943727
1965-06-11,1093.1400146484375,1093.1400146484375,1093.1400146484375,1093.1400146484375,0,0.0,0.0,0.0025312365902396827
1965-06-14,1080.2900390625,1080.2900390625,1080.2900390625,1080.2900390625,0,0.0,0.0,-0.011755104939663363
1965-06-15,1069.0699462890625,1069.0699462890625,1069.0699462890625,1069.0699462890625,0,0.0,0.0,-0.010386185531410241
1965-06-16,1062.6800537109375,1062.6800537109375,1062.6800537109375,1062.6800537109375,0,0.0,0.0,-0.005977057535201946
1965-06-17,1055.5999755859375,1055.5999755859375,1055.5999755859375,1055.5999755859375,0,0.0,0.0,-0.00666247390291741
1965-06-18,1080.2099609375,1080.2099609375,1080.2099609375,1080.2099609375,0,0.0,0.0,0.02331374187262747
1965-06-21,1075.5999755859375,1075.5999755859375,1075.5999755859375,1075.5999755859375,0,0.0,0.0,-0.0042676752837582654
1965-06-22,1104.030029296875,1104.030029296875,1104.030029296875,1104.030029296875,0,0.0,0.0,0.026431809553965513
1965-06-23,1091.1700439453125,1091.1700439453125,1091.1700439453125,1091.1700439453125,0,0.0,0.0,-0.011648220619282168
1965-06-24,1090.6600341796875,1090.6600341796875,1090.6600341796875,1090.6600341796875,0,0.0,0.0,-0.0004673971471769178
1965-06-25,1096.56005859375,1096.56005859375,1096.56005859375,1096.56005859375,0,0.0,0.0,0.00540959073328473
1965-06-28,1072.4100341796875,1072.4100341796875,1072.4100341796875,1072.4100341796875,0,0.0,0.0,-0.022023439778604548
1965-06-29,1067.719970703125,1067.719970703125,1067.719970703125,1067.719970703125,0,0.0,0.0,-0.004373386416651748
1965-06-30,1060.1099853515625,1060.1099853515625,1060.1099853515625,1060.1099853515625,0,0.0,0.0,-0.007127323231156835
1965-07-01,1064.5899658203125,1064.5899658203125,1064.5899658203125,1064.5899658203125,0,0.0,0.0,0.0042259581842012395
1965-07-02,1065.8900146484375,1065.8900146484375,1065.8900146484375,1065.8900146484375,0,0.0,0.0,0.0012211732872413616
1965-07-05,1049.0699462890625,1049.0699462890625,1049.0699462890625,1049.0699462890625,0,0.0,0.0,-0.01578030390398466
1965-07-06,1046.97998046875,1046.97998046875,1046.97998046875,1046.97998046875,0,0.0,0.0,-0.0019922082676235853
1965-07-07,1037.52001953125,1037.52001953125,1037.52001953125,1037.52001953125,0,0.0,0.0,-0.009035474520978526
1965-07-08,1038.449951171875,1038.449951171875,1038.449951171875,1038.449951171875,0,0.0,0.0,0.0008963023586234797
1965-07-09,1032.949951171875,1032.949951171875,1032.949951171875,1032.949951171875,0,0.0,0.0,-0.005296355393722529
1965-07-12,1020.489990234375,1020.489990234375,1020.489990234375,1020.489990234375,0,0.0,0.0,-0.012062502082859194
1965-07-13,1026.77001953125,1026.77001953125,1026.77001953125,1026.77001953125,0,0.0,0.0,0.006153935224227691
1965-07-14,1033.1400146484375,1033.1400146484375,1033.1400146484375,1033.1400146484375,0,0.0,0.0,0.006203916160403278
1965-07-15,1024.6800537109375,1024.6800537109375,1024.6800537109375,1024.6800537109375,0,0.0,0.0,-0.00818859091463886
1965-07-16,1037.969970703125,1037.969970703125,1037.969970703125,1037.969970703125,0,0.0,0.0,0.012969821110557778
1965-07-19,1037.52001953125,1037.52001953125,1037.52001953125,1037.52001953125,0,0.0,0.0,-0.00043349151186922175
1965-07-21,1045.68994140625,1045.68994140625,1045.68994140625,1045.68994140625,0,0.0,0.0,0.007874471548694695
1965-07-22,1036.0699462890625,1036.0699462890625,1036.0699462890625,1036.0699462890625,0,0.0,0.0,-0.009199663051411289
1965-07-23,1027.8499755859375,1027.8499755859375,1027.8499755859375,1027.8499755859375,0,0.0,0.0,-0.007933798999350206
1965-07-26,1034.3399658203125,1034.3399658203125,1034.3399658203125,1034.3399658203125,0,0.0,0.0,0.006314141546460039
1965-07-27,1052.06005859375,1052.06005859375,1052.06005859375,1052.06005859375,0,0.0,0.0,0.017131787767075357
1965-07-28,1066.18994140625,1066.18994140625,1066.18994140625,1066.18994140625,0,0.0,0.0,0.01343068078393439
1965-07-29,1085.4100341796875,1085.4100341796875,1085.4100341796875,1085.4100341796875,0,0.0,0.0,0.018026893733481764
1965-07-30,1097.199951171875,1097.199951171875,1097.199951171875,1097.199951171875,0,0.0,0.0,0.010862177998103517
1965-08-02,1120.5899658203125,1120.5899658203125,1120.5899658203125,1120.5899658203125,0,0.0,0.0,0.021317914408814476
1965-08-03,1111.68994140625,1111.68994140625,1111.68994140625,1111.68994140625,0,0.0,0.0,-0.00794226673942
1965-08-04,1135.31005859375,1135.31005859375,1135.31005859375,1135.31005859375,0,0.0,0.0,0.021247036882983128
1965-08-05,1153.7099609375,1153.7099609375,1153.7099609375,1153.7099609375,0,0.0,0.0,0.016206940301877637
1965-08-06,1145.8699951171875,1145.8699951171875,1145.8699951171875,1145.8699951171875,0,0.0,0.0,-0.006795439136142778
1965-08-09,1150.5699462890625,1150.5699462890625,1150.5699462890625,1150.5699462890625,0,0.0,0.0,0.004101644333041721
1965-08-10,1133.0,1133.0,1133.0,1133.0,0,0.0,0.0,-0.015270645948758599
1965-08-11,1122.0899658203125,1122.0899658203125,1122.0899658203125,1122.0899658203125,0,0.0,0.0,-0.009629332903519416
